,Survived,Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
559,1,2,36.0,1,0,1,0,0,0,1
560,0,2,29.69911764705882,0,0,0,1,0,1,0
561,0,2,40.0,0,0,0,1,0,0,1
562,0,1,28.0,0,0,0,1,0,0,1
563,0,2,29.69911764705882,0,0,0,1,0,0,1
564,0,2,29.69911764705882,0,0,1,0,0,0,1
565,0,2,24.0,2,0,0,1,0,0,1
566,0,2,19.0,0,0,0,1,0,0,1
567,0,2,29.0,0,4,1,0,0,0,1
568,0,2,29.69911764705882,0,0,0,1,1,0,0
569,1,2,32.0,0,0,0,1,0,0,1
570,1,1,62.0,0,0,0,1,0,0,1
571,1,0,53.0,2,0,1,0,0,0,1
572,1,0,36.0,0,0,0,1,0,0,1
573,1,2,29.69911764705882,0,0,1,0,0,1,0
574,0,2,16.0,0,0,0,1,0,0,1
575,0,2,19.0,0,0,0,1,0,0,1
576,1,1,34.0,0,0,1,0,0,0,1
577,1,0,39.0,1,0,1,0,0,0,1
578,0,2,29.69911764705882,1,0,1,0,1,0,0
579,1,2,32.0,0,0,0,1,0,0,1
580,1,1,25.0,1,1,1,0,0,0,1
581,1,0,39.0,1,1,1,0,1,0,0
582,0,1,54.0,0,0,0,1,0,0,1
583,0,0,36.0,0,0,0,1,1,0,0
584,0,2,29.69911764705882,0,0,0,1,1,0,0
585,1,0,18.0,0,2,1,0,0,0,1
586,0,1,47.0,0,0,0,1,0,0,1
587,1,0,60.0,1,1,0,1,1,0,0
588,0,2,22.0,0,0,0,1,0,0,1
589,0,2,29.69911764705882,0,0,0,1,0,0,1
590,0,2,35.0,0,0,0,1,0,0,1
591,1,0,52.0,1,0,1,0,1,0,0
592,0,2,47.0,0,0,0,1,0,0,1
593,0,2,29.69911764705882,0,2,1,0,0,1,0
594,0,1,37.0,1,0,0,1,0,0,1
595,0,2,36.0,1,1,0,1,0,0,1
596,1,1,29.69911764705882,0,0,1,0,0,0,1
597,0,2,49.0,0,0,0,1,0,0,1
598,0,2,29.69911764705882,0,0,0,1,1,0,0
599,1,0,49.0,1,0,0,1,1,0,0
600,1,1,24.0,2,1,1,0,0,0,1
601,0,2,29.69911764705882,0,0,0,1,0,0,1
602,0,0,29.69911764705882,0,0,0,1,0,0,1
603,0,2,44.0,0,0,0,1,0,0,1
604,1,0,35.0,0,0,0,1,1,0,0
605,0,2,36.0,1,0,0,1,0,0,1
606,0,2,30.0,0,0,0,1,0,0,1
607,1,0,27.0,0,0,0,1,0,0,1
608,1,1,22.0,1,2,1,0,1,0,0
609,1,0,40.0,0,0,1,0,0,0,1
610,0,2,39.0,1,5,1,0,0,0,1
611,0,2,29.69911764705882,0,0,0,1,0,0,1
612,1,2,29.69911764705882,1,0,1,0,0,1,0
613,0,2,29.69911764705882,0,0,0,1,0,1,0
614,0,2,35.0,0,0,0,1,0,0,1
615,1,1,24.0,1,2,1,0,0,0,1
616,0,2,34.0,1,1,0,1,0,0,1
617,0,2,26.0,1,0,1,0,0,0,1
618,1,1,4.0,2,1,1,0,0,0,1
619,0,1,26.0,0,0,0,1,0,0,1
620,0,2,27.0,1,0,0,1,1,0,0
621,1,0,42.0,1,0,0,1,0,0,1
622,1,2,20.0,1,1,0,1,1,0,0
623,0,2,21.0,0,0,0,1,0,0,1
624,0,2,21.0,0,0,0,1,0,0,1
625,0,0,61.0,0,0,0,1,0,0,1
626,0,1,57.0,0,0,0,1,0,1,0
627,1,0,21.0,0,0,1,0,0,0,1
628,0,2,26.0,0,0,0,1,0,0,1
629,0,2,29.69911764705882,0,0,0,1,0,1,0
630,1,0,80.0,0,0,0,1,0,0,1
631,0,2,51.0,0,0,0,1,0,0,1
632,1,0,32.0,0,0,0,1,1,0,0
633,0,0,29.69911764705882,0,0,0,1,0,0,1
634,0,2,9.0,3,2,1,0,0,0,1
635,1,1,28.0,0,0,1,0,0,0,1
636,0,2,32.0,0,0,0,1,0,0,1
637,0,1,31.0,1,1,0,1,0,0,1
638,0,2,41.0,0,5,1,0,0,0,1
639,0,2,29.69911764705882,1,0,0,1,0,0,1
640,0,2,20.0,0,0,0,1,0,0,1
641,1,0,24.0,0,0,1,0,1,0,0
642,0,2,2.0,3,2,1,0,0,0,1
643,1,2,29.69911764705882,0,0,0,1,0,0,1
644,1,2,0.75,2,1,1,0,1,0,0
645,1,0,48.0,1,0,0,1,1,0,0
646,0,2,19.0,0,0,0,1,0,0,1
647,1,0,56.0,0,0,0,1,1,0,0
648,0,2,29.69911764705882,0,0,0,1,0,0,1
649,1,2,23.0,0,0,1,0,0,0,1
650,0,2,29.69911764705882,0,0,0,1,0,0,1
651,1,1,18.0,0,1,1,0,0,0,1
652,0,2,21.0,0,0,0,1,0,0,1
653,1,2,29.69911764705882,0,0,1,0,0,1,0
654,0,2,18.0,0,0,1,0,0,1,0
655,0,1,24.0,2,0,0,1,0,0,1
656,0,2,29.69911764705882,0,0,0,1,0,0,1
657,0,2,32.0,1,1,1,0,0,1,0
658,0,1,23.0,0,0,0,1,0,0,1
659,0,0,58.0,0,2,0,1,1,0,0
660,1,0,50.0,2,0,0,1,0,0,1
661,0,2,40.0,0,0,0,1,1,0,0
662,0,0,47.0,0,0,0,1,0,0,1
663,0,2,36.0,0,0,0,1,0,0,1
664,1,2,20.0,1,0,0,1,0,0,1
665,0,1,32.0,2,0,0,1,0,0,1
666,0,1,25.0,0,0,0,1,0,0,1
667,0,2,29.69911764705882,0,0,0,1,0,0,1
668,0,2,43.0,0,0,0,1,0,0,1
669,1,0,29.69911764705882,1,0,1,0,0,0,1
670,1,1,40.0,1,1,1,0,0,0,1
671,0,0,31.0,1,0,0,1,0,0,1
672,0,1,70.0,0,0,0,1,0,0,1
673,1,1,31.0,0,0,0,1,0,0,1
674,0,1,29.69911764705882,0,0,0,1,0,0,1
675,0,2,18.0,0,0,0,1,0,0,1
676,0,2,24.5,0,0,0,1,0,0,1
677,1,2,18.0,0,0,1,0,0,0,1
678,0,2,43.0,1,6,1,0,0,0,1
679,1,0,36.0,0,1,0,1,1,0,0
680,0,2,29.69911764705882,0,0,1,0,0,1,0
681,1,0,27.0,0,0,0,1,1,0,0
682,0,2,20.0,0,0,0,1,0,0,1
683,0,2,14.0,5,2,0,1,0,0,1
684,0,1,60.0,1,1,0,1,0,0,1
685,0,1,25.0,1,2,0,1,1,0,0
686,0,2,14.0,4,1,0,1,0,0,1
687,0,2,19.0,0,0,0,1,0,0,1
688,0,2,18.0,0,0,0,1,0,0,1
689,1,0,15.0,0,1,1,0,0,0,1
690,1,0,31.0,1,0,0,1,0,0,1
691,1,2,4.0,0,1,1,0,1,0,0
692,1,2,29.69911764705882,0,0,0,1,0,0,1
693,0,2,25.0,0,0,0,1,1,0,0
694,0,0,60.0,0,0,0,1,0,0,1
695,0,1,52.0,0,0,0,1,0,0,1
696,0,2,44.0,0,0,0,1,0,0,1
697,1,2,29.69911764705882,0,0,1,0,0,1,0
698,0,0,49.0,1,1,0,1,1,0,0
699,0,2,42.0,0,0,0,1,0,0,1
700,1,0,18.0,1,0,1,0,1,0,0
701,1,0,35.0,0,0,0,1,0,0,1
702,0,2,18.0,0,1,1,0,1,0,0
703,0,2,25.0,0,0,0,1,0,1,0
704,0,2,26.0,1,0,0,1,0,0,1
705,0,1,39.0,0,0,0,1,0,0,1
706,1,1,45.0,0,0,1,0,0,0,1
707,1,0,42.0,0,0,0,1,0,0,1
708,1,0,22.0,0,0,1,0,0,0,1
709,1,2,29.69911764705882,1,1,0,1,1,0,0
710,1,0,24.0,0,0,1,0,1,0,0
711,0,0,29.69911764705882,0,0,0,1,0,0,1
712,1,0,48.0,1,0,0,1,0,0,1
713,0,2,29.0,0,0,0,1,0,0,1
714,0,1,52.0,0,0,0,1,0,0,1
715,0,2,19.0,0,0,0,1,0,0,1
716,1,0,38.0,0,0,1,0,1,0,0
717,1,1,27.0,0,0,1,0,0,0,1
718,0,2,29.69911764705882,0,0,0,1,0,1,0
719,0,2,33.0,0,0,0,1,0,0,1
720,1,1,6.0,0,1,1,0,0,0,1
721,0,2,17.0,1,0,0,1,0,0,1
722,0,1,34.0,0,0,0,1,0,0,1
723,0,1,50.0,0,0,0,1,0,0,1
724,1,0,27.0,1,0,0,1,0,0,1
725,0,2,20.0,0,0,0,1,0,0,1
726,1,1,30.0,3,0,1,0,0,0,1
727,1,2,29.69911764705882,0,0,1,0,0,1,0
728,0,1,25.0,1,0,0,1,0,0,1
729,0,2,25.0,1,0,1,0,0,0,1
730,1,0,29.0,0,0,1,0,0,0,1
731,0,2,11.0,0,0,0,1,1,0,0
732,0,1,29.69911764705882,0,0,0,1,0,0,1
733,0,1,23.0,0,0,0,1,0,0,1
734,0,1,23.0,0,0,0,1,0,0,1
735,0,2,28.5,0,0,0,1,0,0,1
736,0,2,48.0,1,3,1,0,0,0,1
737,1,0,35.0,0,0,0,1,1,0,0
738,0,2,29.69911764705882,0,0,0,1,0,0,1
739,0,2,29.69911764705882,0,0,0,1,0,0,1
740,1,0,29.69911764705882,0,0,0,1,0,0,1
741,0,0,36.0,1,0,0,1,0,0,1
742,1,0,21.0,2,2,1,0,1,0,0
743,0,2,24.0,1,0,0,1,0,0,1
744,1,2,31.0,0,0,0,1,0,0,1
745,0,0,70.0,1,1,0,1,0,0,1
746,0,2,16.0,1,1,0,1,0,0,1
747,1,1,30.0,0,0,1,0,0,0,1
748,0,0,19.0,1,0,0,1,0,0,1
749,0,2,31.0,0,0,0,1,0,1,0
750,1,1,4.0,1,1,1,0,0,0,1
751,1,2,6.0,0,1,0,1,0,0,1
752,0,2,33.0,0,0,0,1,0,0,1
753,0,2,23.0,0,0,0,1,0,0,1
754,1,1,48.0,1,2,1,0,0,0,1
755,1,1,0.67,1,1,0,1,0,0,1
756,0,2,28.0,0,0,0,1,0,0,1
757,0,1,18.0,0,0,0,1,0,0,1
758,0,2,34.0,0,0,0,1,0,0,1
759,1,0,33.0,0,0,1,0,0,0,1
760,0,2,29.69911764705882,0,0,0,1,0,0,1
761,0,2,41.0,0,0,0,1,0,0,1
762,1,2,20.0,0,0,0,1,1,0,0
763,1,0,36.0,1,2,1,0,0,0,1
764,0,2,16.0,0,0,0,1,0,0,1
765,1,0,51.0,1,0,1,0,0,0,1
766,0,0,29.69911764705882,0,0,0,1,1,0,0
767,0,2,30.5,0,0,1,0,0,1,0
768,0,2,29.69911764705882,1,0,0,1,0,1,0
769,0,2,32.0,0,0,0,1,0,0,1
770,0,2,24.0,0,0,0,1,0,0,1
771,0,2,48.0,0,0,0,1,0,0,1
772,0,1,57.0,0,0,1,0,0,0,1
773,0,2,29.69911764705882,0,0,0,1,1,0,0
774,1,1,54.0,1,3,1,0,0,0,1
775,0,2,18.0,0,0,0,1,0,0,1
776,0,2,29.69911764705882,0,0,0,1,0,1,0
777,1,2,5.0,0,0,1,0,0,0,1
778,0,2,29.69911764705882,0,0,0,1,0,1,0
779,1,0,43.0,0,1,1,0,0,0,1
780,1,2,13.0,0,0,1,0,1,0,0
781,1,0,17.0,1,0,1,0,0,0,1
782,0,0,29.0,0,0,0,1,0,0,1
783,0,2,29.69911764705882,1,2,0,1,0,0,1
784,0,2,25.0,0,0,0,1,0,0,1
785,0,2,25.0,0,0,0,1,0,0,1
786,1,2,18.0,0,0,1,0,0,0,1
787,0,2,8.0,4,1,0,1,0,1,0
788,1,2,1.0,1,2,0,1,0,0,1
789,0,0,46.0,0,0,0,1,1,0,0
790,0,2,29.69911764705882,0,0,0,1,0,1,0
791,0,1,16.0,0,0,0,1,0,0,1
792,0,2,29.69911764705882,8,2,1,0,0,0,1
793,0,0,29.69911764705882,0,0,0,1,1,0,0
794,0,2,25.0,0,0,0,1,0,0,1
795,0,1,39.0,0,0,0,1,0,0,1
796,1,0,49.0,0,0,1,0,0,0,1
797,1,2,31.0,0,0,1,0,0,0,1
798,0,2,30.0,0,0,0,1,1,0,0
799,0,2,30.0,1,1,1,0,0,0,1
800,0,1,34.0,0,0,0,1,0,0,1
801,1,1,31.0,1,1,1,0,0,0,1
802,1,0,11.0,1,2,0,1,0,0,1
803,1,2,0.42,0,1,0,1,1,0,0
804,1,2,27.0,0,0,0,1,0,0,1
805,0,2,31.0,0,0,0,1,0,0,1
806,0,0,39.0,0,0,0,1,0,0,1
807,0,2,18.0,0,0,1,0,0,0,1
808,0,1,39.0,0,0,0,1,0,0,1
809,1,0,33.0,1,0,1,0,0,0,1
810,0,2,26.0,0,0,0,1,0,0,1
811,0,2,39.0,0,0,0,1,0,0,1
812,0,1,35.0,0,0,0,1,0,0,1
813,0,2,6.0,4,2,1,0,0,0,1
814,0,2,30.5,0,0,0,1,0,0,1
815,0,0,29.69911764705882,0,0,0,1,0,0,1
816,0,2,23.0,0,0,1,0,0,0,1
817,0,1,31.0,1,1,0,1,1,0,0
818,0,2,43.0,0,0,0,1,0,0,1
819,0,2,10.0,3,2,0,1,0,0,1
820,1,0,52.0,1,1,1,0,0,0,1
821,1,2,27.0,0,0,0,1,0,0,1
822,0,0,38.0,0,0,0,1,0,0,1
823,1,2,27.0,0,1,1,0,0,0,1
824,0,2,2.0,4,1,0,1,0,0,1
825,0,2,29.69911764705882,0,0,0,1,0,1,0
826,0,2,29.69911764705882,0,0,0,1,0,0,1
827,1,1,1.0,0,2,0,1,1,0,0
828,1,2,29.69911764705882,0,0,0,1,0,1,0
829,1,0,62.0,0,0,1,0,0,0,0
830,1,2,15.0,1,0,1,0,1,0,0
831,1,1,0.83,1,1,0,1,0,0,1
832,0,2,29.69911764705882,0,0,0,1,1,0,0
833,0,2,23.0,0,0,0,1,0,0,1
834,0,2,18.0,0,0,0,1,0,0,1
835,1,0,39.0,1,1,1,0,1,0,0
836,0,2,21.0,0,0,0,1,0,0,1
837,0,2,29.69911764705882,0,0,0,1,0,0,1
838,1,2,32.0,0,0,0,1,0,0,1
839,1,0,29.69911764705882,0,0,0,1,1,0,0
840,0,2,20.0,0,0,0,1,0,0,1
841,0,1,16.0,0,0,0,1,0,0,1
842,1,0,30.0,0,0,1,0,1,0,0
843,0,2,34.5,0,0,0,1,1,0,0
844,0,2,17.0,0,0,0,1,0,0,1
845,0,2,42.0,0,0,0,1,0,0,1
846,0,2,29.69911764705882,8,2,0,1,0,0,1
847,0,2,35.0,0,0,0,1,1,0,0
848,0,1,28.0,0,1,0,1,0,0,1
849,1,0,29.69911764705882,1,0,1,0,1,0,0
850,0,2,4.0,4,2,0,1,0,0,1
851,0,2,74.0,0,0,0,1,0,0,1
852,0,2,9.0,1,1,1,0,1,0,0
853,1,0,16.0,0,1,1,0,0,0,1
854,0,1,44.0,1,0,1,0,0,0,1
855,1,2,18.0,0,1,1,0,0,0,1
856,1,0,45.0,1,1,1,0,0,0,1
857,1,0,51.0,0,0,0,1,0,0,1
858,1,2,24.0,0,3,1,0,1,0,0
859,0,2,29.69911764705882,0,0,0,1,1,0,0
860,0,2,41.0,2,0,0,1,0,0,1
861,0,1,21.0,1,0,0,1,0,0,1
862,1,0,48.0,0,0,1,0,0,0,1
863,0,2,29.69911764705882,8,2,1,0,0,0,1
864,0,1,24.0,0,0,0,1,0,0,1
865,1,1,42.0,0,0,1,0,0,0,1
866,1,1,27.0,1,0,1,0,1,0,0
867,0,0,31.0,0,0,0,1,0,0,1
868,0,2,29.69911764705882,0,0,0,1,0,0,1
869,1,2,4.0,1,1,0,1,0,0,1
870,0,2,26.0,0,0,0,1,0,0,1
871,1,0,47.0,1,1,1,0,0,0,1
872,0,0,33.0,0,0,0,1,0,0,1
873,0,2,47.0,0,0,0,1,0,0,1
874,1,1,28.0,1,0,1,0,1,0,0
875,1,2,15.0,0,0,1,0,1,0,0
876,0,2,20.0,0,0,0,1,0,0,1
877,0,2,19.0,0,0,0,1,0,0,1
878,0,2,29.69911764705882,0,0,0,1,0,0,1
879,1,0,56.0,0,1,1,0,1,0,0
880,1,1,25.0,0,1,1,0,0,0,1
881,0,2,33.0,0,0,0,1,0,0,1
882,0,2,22.0,0,0,1,0,0,0,1
883,0,1,28.0,0,0,0,1,0,0,1
884,0,2,25.0,0,0,0,1,0,0,1
885,0,2,39.0,0,5,1,0,0,1,0
886,0,1,27.0,0,0,0,1,0,0,1
887,1,0,19.0,0,0,1,0,0,0,1
888,0,2,29.69911764705882,1,2,1,0,0,0,1
889,1,0,26.0,0,0,0,1,1,0,0
890,0,2,32.0,0,0,0,1,0,1,0
